RNF39 AP1B1
HSPA1A PSMD14
HSPA1A STIP1
HSPA1A HSPA6
HSPA1A DNAJC7
HSPA1A DNAJB1
HSPA1A PSMC5
HSPA1A PTGES3
HSPA1A TERF2IP
HSPA1A PGAM5
HSPA1A RIPK1
HSPA1A PSMD7
HSPA1A LAMA3
HSPA1A HSPA1A
HSPA1A MME
HSPA1A DNAJA2
HSPA1A PACSIN3
HSPA1A PSME4
HSPA1A DNAJC3
HSPA1A PSMD1
HSPA1A ADRM1
HSPA1A PSMB1
HSPA1A PSMD8
HSPA1A PSMC6
HSPA1A PSMA5
HSPA1A NFKBIB
HSPA1A DNAJB11
HSPA1A PSMB3
HSPA1A KRT7
HSPA1A BANF1
HSPA1A PSMB5
HSPA1A SVIL
HSPA1A PSMC4
HSPA1A RCOR1
HSPA1A PPP1R15A
HSPA1A NQO1
HSPA1A PSMD11
HSPA1A BAG1
HSPA1A PSMD6
HSPA1A RING1
HSPA1A PSMB2
HSPA1A HSBP1
HSPA1A PSMA4
HSPA1A TUBA4A
HSPA1A PSMB7
HSPA1A PSMD12
HSPA1A ZNF217
HSPA1A PSMC3
HSPA1A HSPA2
HSPA1A ST13
HSPA1A PSMA2
HSPA1A RREB1
RASSF6 MDM2
RASSF6 STK3
PLA2G4A MAPK8
PLA2G4A MAPK10
PLA2G4A ANXA2
PLA2G4A LGALS3
PLA2G4A CASP3
PLA2G4A MAPK6
PLA2G4A PRDX6
PLA2G4A ELF3
PLA2G4A ANXA1
PLA2G4A RPS6KA5
PLA2G4A MYCBP
PLA2G4A S100A10
PLA2G4A MAPK13
PLA2G4A DYNLT1
PLA2G4A POR
PLA2G4A NACA
PLA2G4A PLA2G4A
PLA2G4A GPNMB
PLA2G4A CASP4
PLA2G4A SH3PXD2A
MRPL54 MRPL3
MRPL54 MRPS7
MRPL54 MRPS35
MRPL54 MRPL50
MRPL54 MRPS10
MRPL54 MRPL40
MRPL54 MRPS12
MRPL54 MRPL47
MRPL54 MRPL42
MRPL54 MRPS18A
MRPL54 MRPS25
MRPL54 MRPS15
MRPL54 MRPS28
MRPL54 MRPL32
MRPL54 MRPL51
MRPL54 MRPL13
MRPL54 MRPL18
MRPL54 MRPL19
MRPL54 MRPL23
MRPL54 MRPL55
MRPL54 MRPS6
MRPL54 MRPL52
MRPL54 MRPL14
MRPL54 MRPL20
MRPL54 MRPL43
MRPL54 MRPL33
MRPL54 MRPS36
MRPL54 MRPL36
SPINT1 TF
SPINT1 CLEC7A
SPINT1 TENT5A
SPINT1 UPK1B
SPINT1 ST14
LRRFIP1 MYD88
LRRFIP1 MED4
VTI1B CLINT1
VTI1B STX5
VTI1B STX6
VTI1B VAMP2
VTI1B VAMP8
VTI1B TMEM51
VTI1B CREB3
VTI1B GOLGB1
VTI1B MANBAL
VTI1B TMEM14B
VTI1B ERGIC3
VTI1B REEP4
VTI1B CRB3
VTI1B CD46
VTI1B SLC16A7
IER2 PPP2R2D
IER2 ATG12
RORA EP300
RORA COPS5
RORA PTBP1
RORA PSMC5
RORA DCAF1
RORA DDB1
RORA CEBPB
RORA NME1
RORA RORA
RORA NR1D1
RORA PNRC2
C1GALT1 MUC1
C1GALT1 TMEM237
C1GALT1 TMEM14B
C1GALT1 ST3GAL4
C1GALT1 GCNT3
C1GALT1 FAM210B
C1GALT1 GJB5
HNRNPA3 FBXW11
HNRNPA3 EGFR
HNRNPA3 CDC5L
HNRNPA3 HNRNPF
HNRNPA3 SMAD2
HNRNPA3 HNRNPU
HNRNPA3 DDX5
HNRNPA3 EWSR1
HNRNPA3 HSPA5
HNRNPA3 HNRNPC
HNRNPA3 HNRNPK
HNRNPA3 SRSF1
HNRNPA3 HNRNPA2B1
HNRNPA3 HNRNPD
HNRNPA3 FUS
HNRNPA3 TOP1
HNRNPA3 SNW1
HNRNPA3 HNRNPA1
HNRNPA3 HNRNPM
HNRNPA3 STAU1
HNRNPA3 HNRNPH1
HNRNPA3 HNRNPL
HNRNPA3 PTBP1
HNRNPA3 HNRNPH2
HNRNPA3 ATG12
HNRNPA3 RBM8A
HNRNPA3 RBMX
HNRNPA3 FRG1
HNRNPA3 SNRPD1
HNRNPA3 SYNCRIP
HNRNPA3 PNN
HNRNPA3 SNRPF
HNRNPA3 SNRPD3
HNRNPA3 PLRG1
HNRNPA3 ALYREF
HNRNPA3 SNRPB
HNRNPA3 RALY
HNRNPA3 CRNKL1
HNRNPA3 SNRPG
HNRNPA3 LSM3
HNRNPA3 EIF4A3
HNRNPA3 MAGOH
HNRNPA3 DHX8
HNRNPA3 SLU7
HNRNPA3 ZCCHC8
HNRNPA3 SNRPA1
HNRNPA3 PUF60
HNRNPA3 STK24
HNRNPA3 SRRM1
HNRNPA3 PRPF4B
HNRNPA3 SNRPE
HNRNPA3 HNRNPR
HNRNPA3 CWC22
RCVRN CAV1
RCVRN PQBP1
DCTN6 PMEPA1
DCTN6 DCTN5
CBR1 EIF1B
CBR1 MCC
CBR1 MAPK13
CBR1 EIF6
CBR1 GABARAPL2
CWC25 MDM2
CWC25 FMR1
LACRT SDC1
ARPC1A ACTR3
ARPC1A ARPC2
ARPC1A ARPC5L
ZFP36L1 MAPKAPK2
ZFP36L1 PAFAH1B2
ELF1 SRF
ELF1 SP1
ELF1 NFKB1
ELF1 REL
ELF1 NFYB
ELF1 NFYA
ELF1 HMGA1
TWNK SUMO2
TWNK SQSTM1
TWNK HEXIM1
TWF1 CSNK2B
BACE2 APP
BACE2 BACE2
KRT24 KRT8
KRT24 ABI2
KRT24 C1orf109
KRT24 KRT5
KRT24 KRT3
RDX EZR
RDX SLC9A3R1
RDX CD44
MAP4K5 GSK3B
MAP4K5 COPS5
MAP4K5 CRK
MAP4K5 TFE3
MAP4K5 NCK1
MAP4K5 MIDN
MAP4K5 KDM2A
ST3GAL4 B4GALT1
ST3GAL4 B3GNT8
ST3GAL4 B4GALT2
ST3GAL4 GCNT3
ST3GAL4 B3GNT3
ST3GAL4 ST6GALNAC1
ST3GAL4 B4GALT5
ST3GAL4 B3GNT2
LLPH AGR2
LLPH LYAR
LLPH NFIC
SLC25A4 SIRT1
SLC25A4 SRC
SLC25A4 HSPD1
SLC25A4 HSP90AB1
SLC25A4 DNAJA2
SLC25A4 ATP1A1
SLC25A4 RPL23
SLC25A4 SLC25A5
SLC25A4 GALNT2
SLC25A4 SLC25A3
SLC25A4 PPIF
SLC25A4 TMEM33
FAM199X CSNK1E
WDR46 PUM3
ACTB AGR2
ACTB MDM2
ACTB HDAC2
ACTB NPM1
ACTB MYC
ACTB PSMA3
ACTB CDKN2A
ACTB EIF3K
ACTB GAPDH
ACTB LMNA
ACTB ERBB2
ACTB RAC1
ACTB SRC
ACTB CDKN1A
ACTB SMARCA4
ACTB PRKCD
ACTB PLD2
ACTB PLD1
ACTB UBC
ACTB HSPA8
ACTB APP
ACTB CAV1
ACTB SHC1
ACTB GSN
ACTB HSPD1
ACTB VCP
ACTB LRPPRC
ACTB HSPA4
ACTB SMAD3
ACTB HNRNPU
ACTB DDX5
ACTB POLR2A
ACTB CLTC
ACTB HSPA5
ACTB YWHAZ
ACTB CHD4
ACTB FBL
ACTB NCL
ACTB CFL1
ACTB BCAR1
ACTB ANXA2
ACTB HNRNPC
ACTB ALOX5
ACTB SPTBN2
ACTB ACTB
ACTB DSTN
ACTB ACTG1
ACTB SMARCE1
ACTB MEPCE
ACTB FBXO25
ACTB CORO1C
ACTB TRAF3IP1
ACTB PHB
ACTB ENC1
ACTB PTPRF
ACTB RPS24
ACTB TLE1
ACTB CCT5
ACTB HNRNPA1
ACTB ANXA1
ACTB MMP14
ACTB WASF2
ACTB TUBA4A
ACTB HSP90AB1
ACTB HSD17B4
ACTB UBB
ACTB CCT3
ACTB EIF3B
ACTB VDAC2
ACTB HNRNPAB
ACTB TGM2
ACTB ENO1
ACTB HNRNPH1
ACTB MYL6
ACTB PTN
ACTB MME
ACTB TNPO1
ACTB SMARCC1
ACTB TTR
ACTB DDX3X
ACTB SVIL
ACTB SMARCC2
ACTB YBX1
ACTB PCYT1A
ACTB SMARCD2
ACTB HNRNPD
ACTB S100A11
ACTB TJP1
ACTB EZR
ACTB LAMA3
ACTB MORF4L2
ACTB PFDN4
ACTB CNN2
ACTB KPNB1
ACTB CCT4
ACTB CCT8
ACTB NONO
ACTB MX1
ACTB NCKAP1
ACTB ATP5F1A
ACTB RAN
ACTB MBD2
ACTB PHACTR4
ACTB MYO1E
ACTB CCT2
ACTB RPLP1
ACTB MCL1
ACTB VSNL1
ACTB SSH3
ACTB STAU1
ACTB CYFIP1
ACTB SPTAN1
ACTB EIF3I
ACTB HSP90AA1
ACTB PDLIM5
ACTB VASP
ACTB PFDN1
ACTB MTA2
ACTB NEBL
ACTB NOS2
ACTB ACTN4
ACTB CSNK1A1
ACTB TCP1
ACTB ANXA7
ACTB SYNJ2BP
ACTB RSL1D1
ACTB TUBA1B
ACTB DYNLL1
ACTB HNRNPA2B1
ACTB CCT6A
ACTB MORF4L1
ACTB TNNI2
ACTB RAB4A
ACTB ACTL6A
ACTB TANC1
ACTB PFN2
ACTB RPLP0
STRBP STAU1
STRBP PRKRA
NPC2 BARD1
NPC2 NEDD4L
NPC2 NPC1
GFPT1 PRKCD
GFPT1 PRKAA2
GFPT1 SOCS6
GFPT1 PRKCI
GFPT1 HK1
GFPT1 HK2
GFPT1 GNPDA1
FBRS CSNK2A1
FBRS CSNK2A2
FBRS RYBP
FBRS PCGF3
CCT2 MYC
CCT2 PSMA3
CCT2 YWHAG
CCT2 VCP
CCT2 RPS6KB1
CCT2 DDB2
CCT2 YWHAZ
CCT2 XIAP
CCT2 CCNE1
CCT2 YAP1
CCT2 CYLD
CCT2 CASP7
CCT2 PPP2CA
CCT2 CCT5
CCT2 CCT3
CCT2 STRN
CCT2 STRN3
CCT2 PPP2CB
CCT2 TCP1
CCT2 TUBA1B
CCT2 FLCN
CCT2 PPP2R2C
CCT2 MEPCE
CCT2 PPP2R2D
CCT2 CCT4
CCT2 CCT8
CCT2 CCT6A
CCT2 FBXW4
CCT2 MAPK13
CCT2 MOB4
CCT2 STK24
EIF3I NPM1
EIF3I MYC
EIF3I EIF3K
EIF3I GAPDH
EIF3I ARF6
EIF3I HSPA8
EIF3I HSPD1
EIF3I LRPPRC
EIF3I DDX5
EIF3I NCL
EIF3I ANXA2
EIF3I HNRNPA2B1
EIF3I ENO1
EIF3I EIF3B
EIF3I YBX1
EIF3I HNRNPD
EIF3I EIF4G1
EIF3I HSP90AA1
EIF3I HSP90AB1
EIF3I HNRNPA1
EIF3I PHB
EIF3I CCNA1
EIF3I KPNB1
EIF3I TFE3
EIF3I EIF3A
EIF3I EIF3H
EIF3I RPS24
EIF3I EIF1B
EIF3I MCC
EIF3I ANXA1
EIF3I EXOSC6
EIF3I VDAC2
EIF3I HNRNPH1
EIF3I EIF3J
EIF3I MYL6
EIF3I MME
EIF3I TNPO1
EIF3I DDX3X
EIF3I EIF6
EIF3I LYAR
EIF3I RPLP1
EIF3I RPLP0
EIF3I ATP5F1A
EIF3I SGK1
EIF3I RAN
XRCC6 AGR2
XRCC6 MAPK8
XRCC6 MDM2
XRCC6 CREBBP
XRCC6 SUMO2
XRCC6 MYC
XRCC6 SIRT1
XRCC6 EGFR
XRCC6 TFAP2A
XRCC6 BARD1
XRCC6 CDK2
XRCC6 XRCC5
XRCC6 TERF2IP
XRCC6 CLU
XRCC6 PTTG1
XRCC6 DHX9
XRCC6 ANXA1
XRCC6 YY1
XRCC6 TCF7L2
XRCC6 NDRG1
XRCC6 ILF3
XRCC6 SIRT7
XRCC6 XRCC6
XRCC6 NCL
XRCC6 HMGA1
XRCC6 TARDBP
XRCC6 JUP
XRCC6 SET
XRCC6 ST13
XRCC6 ELF3
XRCC6 EHF
XRCC6 GTF2I
XRCC6 MACROD1
XRCC6 SNW1
XRCC6 U2AF2
XRCC6 RC3H1
XRCC6 RNF126
XRCC6 YAP1
XRCC6 TOP1
XRCC6 PPM1G
XRCC6 CHD3
XRCC6 HEXIM1
XRCC6 ZBTB7A
XRCC6 USP14
XRCC6 ALYREF
XRCC6 SRSF3
XRCC6 SRSF7
XRCC6 DDX17
XRCC6 DDX5
XRCC6 NONO
XRCC6 SKIL
XRCC6 RRAS2
XRCC6 YWHAZ
XRCC6 SNU13
XRCC6 CCT3
XRCC6 CCNA1
XRCC6 MAPK13
XRCC6 CLTC
XRCC6 NOTCH1
XRCC6 APEX1
XRCC6 RPLP1
XRCC6 CDKN1A
XRCC6 BTG1
XRCC6 SMAD3
XRCC6 PAFAH1B3
XRCC6 ILVBL
XRCC6 JPT2
XRCC6 NAA15
XRCC6 POR
XRCC6 HDLBP
XRCC6 PNRC2
XRCC6 EFNA1
XRCC6 PGAM1
XRCC6 ATP6V1E1
XRCC6 SDHC
XRCC6 PRKAR1A
MAPKBP1 MAPK8
MAPKBP1 MAPK10
MAPKBP1 SIAH1
MAPKBP1 RBCK1
MAPKBP1 GLRX3
MAPKBP1 MDFI
MAPKBP1 NOTCH2NLA
MAPKBP1 TRIP6
MAPKBP1 YPEL5
MAPKBP1 KRTAP3-2
MAPKBP1 KRTAP3-1
TBC1D5 ATXN1
TBC1D5 AP2M1
TBC1D5 GABARAPL1
TBC1D5 GABARAPL2
TBC1D5 VPS29
TBC1D5 VPS26A
SLC7A5 ITGB1
SLC7A5 SLC3A2
SLC7A5 SLC7A8
BAZ2B CTBP2
BAZ2B GOLGA2
BAZ2B CEP70
BAZ2B FXR2
BAZ2B PRNP
BAZ2B NR2F6
BAZ2B RASGEF1B
PJA1 MDM2
PJA1 EZH2
PJA1 UBE2D3
PJA1 SPTBN1
PJA1 ATP5F1C
PJA1 HNRNPL
PJA1 PJA1
PJA1 GSR
ZBTB21 YWHAG
MRPS36 MRPL3
MRPS36 MRPS7
MRPS36 MRPS35
MRPS36 MRPL50
MRPS36 MRPS10
MRPS36 MRPL40
MRPS36 MRPS12
MRPS36 MRPL47
MRPS36 MRPL42
MRPS36 MRPS18A
MRPS36 MRPS25
MRPS36 MRPS15
MRPS36 MRPS28
MRPS36 MRPL32
MRPS36 MRPL51
MRPS36 MRPL13
MRPS36 MRPL18
MRPS36 MRPL19
MRPS36 MRPL23
MRPS36 MRPL55
MRPS36 MRPS6
MRPS36 MRPL52
MRPS36 MRPL14
MRPS36 MRPL20
MRPS36 MRPL43
MRPS36 MRPL33
MRPS36 MRPL36
SCAF11 PSEN1
SCAF11 ATXN1L
SCAF11 SRSF1
SCAF11 SRSF3
SCAF11 U2AF2
SCAF11 SRPK1
SCAF11 SRSF2
SCAF11 SRSF4
ZNF503 ATN1
ZNF503 DTX2
ZNF503 TENT5B
RPRD1B VPS37C
RPRD1B RPRD1A
RPRD1B TNPO2
RPRD1B PSMB1
RPRD1B RPRD1B
RPRD1B PFDN6
UCHL3 UBC
UCHL3 COPS5
UCHL3 XRCC5
UCHL3 ENO1
UCHL3 COPS6
UCHL3 NEDD8
UCHL3 UCHL3
UCHL3 UBA6
UCHL3 UBB
UCHL3 ATXN7L3
BAG6 EP300
BAG6 RAC1
BAG6 CDKN1A
BAG6 GSK3B
BAG6 UBQLN1
BAG6 VCP
BAG6 TSC22D1
BAG6 CSNK2B
BAG6 DNAJB11
BAG6 STX5
BAG6 GTF2F2
BAG6 MAPK6
BAG6 TTR
BAG6 BAG6
BAG6 RNF126
BAG6 PSMD14
BAG6 HSPA2
BAG6 SERP1
BAG6 TSPO
BAG6 LGALS3
BAG6 MTF1
BAG6 PLPP2
BAG6 GADD45A
BAG6 FKBP2
BAG6 IER3
BAG6 FUS
BAG6 MED15
BAG6 TOMM20
BAG6 PRNP
BAG6 CTSB
BAG6 EFEMP1
BAG6 TENT5A
BAG6 PLA2G2A
BAG6 GNAI3
BAG6 EDN1
BAG6 CDK16
BAG6 ANXA7
BAG6 ATN1
BAG6 NBL1
BAG6 NDUFB11
BAG6 PRPF40A
BAG6 VASP
BAG6 DMKN
KRT17 EGFR
KRT17 HNRNPA1
KRT17 KRT8
KRT17 USP1
KRT17 KRT6A
KRT17 KRT7
U2AF2 NPM1
U2AF2 MYC
U2AF2 ATXN1
U2AF2 CDC5L
U2AF2 HNRNPF
U2AF2 TRIM28
U2AF2 HSPD1
U2AF2 HNRNPU
U2AF2 DDX5
U2AF2 DDX17
U2AF2 ILF2
U2AF2 NOLC1
U2AF2 FBL
U2AF2 NCL
U2AF2 KHDRBS1
U2AF2 HNRNPC
U2AF2 HNRNPK
U2AF2 WBP11
U2AF2 TCERG1
U2AF2 DHX9
U2AF2 SRSF1
U2AF2 YBX1
U2AF2 HNRNPD
U2AF2 HSP90AA1
U2AF2 EBNA1BP2
U2AF2 TOP1
U2AF2 SNW1
U2AF2 HNRNPA1
U2AF2 HNRNPM
U2AF2 NONO
U2AF2 PHB
U2AF2 ILF3
U2AF2 TRA2B
U2AF2 SPEN
U2AF2 HNRNPH1
U2AF2 RBM25
U2AF2 RPL24
U2AF2 RPL10A
U2AF2 RBM39
U2AF2 RPLP0
U2AF2 DDX3X
U2AF2 SYNCRIP
U2AF2 BCAS2
U2AF2 ALYREF
U2AF2 SRSF7
U2AF2 SRSF11
U2AF2 NKAPD1
U2AF2 PRPF40A
U2AF2 SRSF3
U2AF2 DDX21
U2AF2 PCBP1
U2AF2 HNRNPL
U2AF2 SNRPD3
U2AF2 SNRPD1
U2AF2 EIF4A3
U2AF2 PNN
U2AF2 SRRM1
U2AF2 HNRNPR
U2AF2 MFAP1
U2AF2 TJP1
U2AF2 FUBP1
U2AF2 SNRPB
U2AF2 SF1
U2AF2 SRSF9
U2AF2 SNRPA
U2AF2 SFPQ
U2AF2 SAP18
U2AF2 CPSF6
U2AF2 SRPK2
U2AF2 PUF60
U2AF2 KHDC4
U2AF2 RNPS1
U2AF2 HDGF
U2AF2 SRSF2
U2AF2 SF3B6
U2AF2 SNRPA1
U2AF2 CHERP
U2AF2 CCAR1
U2AF2 HNRNPA0
U2AF2 SRPK1
U2AF2 PSMA4
U2AF2 ACIN1
U2AF2 TRA2A
U2AF2 WTAP
U2AF2 RBM8A
U2AF2 CDK12
U2AF2 RPS24
U2AF2 PHF5A
U2AF2 RBM28
U2AF2 DNAJC8
U2AF2 PPM1G
U2AF2 SNRPF
U2AF2 PLRG1
U2AF2 SNU13
U2AF2 IK
U2AF2 NOP58
U2AF2 LSM7
U2AF2 BUD31
U2AF2 SRRT
U2AF2 SF3B4
U2AF2 SLU7
U2AF2 LUC7L3
U2AF2 SRSF4
U2AF2 THOC7
U2AF2 BRIX1
U2AF2 CRNKL1
U2AF2 SLC25A5
U2AF2 RSL1D1
U2AF2 PCF11
U2AF2 MOV10
U2AF2 PRPF4
U2AF2 RPLP1
U2AF2 PRPF4B
U2AF2 DHX15
U2AF2 HTATSF1
U2AF2 SNRPG
U2AF2 RPL23
U2AF2 TUFM
U2AF2 SCYL2
U2AF2 PRPF18
U2AF2 PTBP1
U2AF2 RBM15
U2AF2 LYAR
U2AF2 ZNF207
U2AF2 BEND7
U2AF2 NCBP2
U2AF2 CAPRIN1
U2AF2 CWC22
U2AF2 CHIC2
U2AF2 THOC3
U2AF2 SNRPE
U2AF2 DDX6
U2AF2 DDX46
U2AF2 DHX8
U2AF2 TRIR
U2AF2 SMNDC1
U2AF2 ZNF57
LGALS3 CSNK2A1
LGALS3 EGFR
LGALS3 SHC1
LGALS3 PDCD6IP
LGALS3 BARD1
LGALS3 GTF2I
LGALS3 LGALS3BP
LGALS3 LAMP1
LGALS3 SLC12A2
LGALS3 SNRPD1
LGALS3 CSNK2A2
LGALS3 SNRPD3
LGALS3 GOLGA2
LGALS3 SH3GL1
LGALS3 LGALS3
LGALS3 CSNK1A1
AMN STAMBP
C6orf62 NDUFA4L2
GAPVD1 YWHAZ
GAPVD1 CSNK1A1
GAPVD1 YWHAB
GAPVD1 CSNK1E
RAB5IF ARL1
RAB5IF DDX5
RAB5IF DYNC1H1
RAB5IF HNRNPM
RAB5IF ATXN10
RAB5IF SPTLC1
RAB5IF DDX3X
RAB5IF AHSA1
RAB5IF ABCD3
RAB5IF RPN2
RAB5IF SSR4
RAB5IF NDUFA4
RAB5IF EHD4
RAB5IF TMEM33
RAB5IF ANKRD6
RAB5IF MRPL23
RAB5IF PHLDA3
RAB5IF MPC2
UBE2B CTNNB1
UBE2B ZMYM2
UBE2B UBC
UBE2B UBE2L3
UBE2B UBA1
UBE2B UBE2B
UBE2B UBE2A
UBE2B CNOT4
UBE2B WDR61
UBE2B MED31
UBE2B CTR9
UBE2B LEO1
HNRNPC SUMO1
HNRNPC HDAC2
HNRNPC NPM1
HNRNPC CSNK2A1
HNRNPC MYC
HNRNPC PSMA3
HNRNPC CDKN2A
HNRNPC CDC5L
HNRNPC HNRNPF
HNRNPC SMARCA4
HNRNPC NFKB2
HNRNPC KRAS
HNRNPC PAX6
HNRNPC HNRNPU
HNRNPC DDX5
HNRNPC ILF2
HNRNPC YWHAZ
HNRNPC CHD4
HNRNPC FBL
HNRNPC YWHAQ
HNRNPC NCL
HNRNPC BARD1
HNRNPC SDCBP
HNRNPC YWHAE
HNRNPC HNRNPA1
HNRNPC KPNA4
HNRNPC KPNA3
HNRNPC HNRNPC
HNRNPC PUF60
HNRNPC MEPCE
HNRNPC DHX9
HNRNPC TOP1
HNRNPC RALY
HNRNPC HNRNPD
HNRNPC SRPK1
HNRNPC SRPK2
HNRNPC ATP5F1C
HNRNPC UPF1
HNRNPC RBM8A
HNRNPC RBMX
HNRNPC FRG1
HNRNPC RPL10A
HNRNPC PHB
HNRNPC HNRNPL
HNRNPC SNRPD1
HNRNPC POLR1C
HNRNPC CSNK2A2
HNRNPC SRSF1
HNRNPC SYNCRIP
HNRNPC SNRPA1
HNRNPC GTF3C4
HNRNPC TCP1
HNRNPC DHX15
HNRNPC RPL24
HNRNPC SMARCC2
HNRNPC PNN
HNRNPC GTF3C1
HNRNPC FXR2
HNRNPC MBD2
HNRNPC HNRNPM
HNRNPC HSP90AB1
HNRNPC PAK1IP1
HNRNPC SMARCC1
HNRNPC ALYREF
HNRNPC DDX21
HNRNPC HNRNPH1
HNRNPC SNRPD3
HNRNPC PRPF4B
HNRNPC TEX10
HNRNPC CSNK1A1
HNRNPC MAGOH
HNRNPC ILF3
HNRNPC SLC25A5
HNRNPC HNRNPR
HNRNPC SNRPE
HNRNPC MTA2
HNRNPC DIMT1
HNRNPC CRNKL1
HNRNPC ZCCHC8
HNRNPC HNRNPK
HNRNPC GTPBP4
HNRNPC RSL1D1
HNRNPC DHX8
HNRNPC EBNA1BP2
HNRNPC SNRPF
HNRNPC BANF1
HNRNPC ACTL6A
HNRNPC SRRM1
HNRNPC SNRPG
HNRNPC FMR1
HNRNPC RPL23
HNRNPC STOML2
HNRNPC SMARCD2
HNRNPC EIF4A3
HNRNPC SNW1
HNRNPC FXR1
HNRNPC SNRPB
HNRNPC PLRG1
HNRNPC RPLP1
HNRNPC KHDRBS3
HNRNPC YBX1
HNRNPC LSM3
HNRNPC CWC22
HNRNPC SLC25A3
HNRNPC MOV10
HNRNPC SLU7
HNRNPC RPLP0
HNRNPC ZNF326
HNRNPC HNRNPA2B1
HNRNPC SMARCE1
UBE2E3 MDM2
UBE2E3 RNF111
UBE2E3 ATXN1
UBE2E3 SIAH1
UBE2E3 RNF11
UBE2E3 NFE2L2
UBE2E3 CNOT4
UBE2E3 RNF10
UBE2E3 DDA1
UBE2E3 UBA1
UBE2E3 UBE2E3
UBE2E3 NEDD4L
UBE2E3 TARDBP
UBE2E3 TGFBR1
UBE2E3 UBB
UBE2E3 MAGOH
UBE2E3 RING1
UBE2E3 ZNRF1
UBE2E3 UBAP2L
UBE2E3 HUWE1
UBE2E3 TRIM2
UBE2E3 ARRDC1
UBE2E3 MID1
UBE2E3 RNF126
TPR MAP3K4
TPR SUMO2
TPR LMNA
TPR NFKB1
TPR SHC1
TPR SMAD2
TPR CDK2
TPR NUP153
TPR IFI16
TPR STAU1
TPR NUP98
TPR NXF1
AGR2 ARF1
AGR2 YWHAZ
AGR2 CDC42
AGR2 CLTC
AGR2 TXN
AGR2 YWHAQ
AGR2 YWHAE
AGR2 XRCC5
AGR2 PSMD2
AGR2 TRIM28
AGR2 NONO
AGR2 SFPQ
AGR2 PTBP1
AGR2 RAN
AGR2 UBQLN1
AGR2 CACYBP
AGR2 HSPA8
AGR2 KHDRBS1
AGR2 SAFB
AGR2 LRPPRC
AGR2 CFL1
AGR2 CPSF6
AGR2 LYPD3
AGR2 HUWE1
AGR2 CSNK1A1
AGR2 MCCC2
AGR2 FASN
AGR2 AHNAK
AGR2 ANXA1
AGR2 PRDX1
AGR2 TPI1
AGR2 HSP90AA1
AGR2 HSD17B10
AGR2 ATP5F1B
AGR2 RPLP0
AGR2 RAB1A
AGR2 HSPA4
AGR2 RAB2A
AGR2 NME1
AGR2 RPN2
AGR2 S100A11
AGR2 TUBB2A
AGR2 PSMB1
AGR2 CCT3
AGR2 SYNCRIP
AGR2 CLIC3
AGR2 FLNB
AGR2 PLEC
AGR2 ALDOA
AGR2 EIF4G1
AGR2 RRBP1
AGR2 OSTF1
AGR2 GAPDH
AGR2 KPNB1
AGR2 HNRNPK
AGR2 ILF3
AGR2 PARK7
AGR2 HSPD1
AGR2 MDH2
AGR2 DDX5
AGR2 DYNC1H1
AGR2 VCP
AGR2 PPIA
AGR2 DHX9
AGR2 TKT
AGR2 ANXA2
AGR2 PYGB
AGR2 UBC
AGR2 EIF4A1
AGR2 TUBB4B
AGR2 PGK1
AGR2 RPL24
AGR2 HSPH1
AGR2 EZR
AGR2 SNRPD1
AGR2 DDX3X
AGR2 LRRC59
AGR2 PDIA3
AGR2 CCT6A
AGR2 PPA1
AGR2 ACTN4
AGR2 GPI
AGR2 PRDX6
AGR2 NCL
AGR2 PRDX2
AGR2 DDX17
AGR2 CCT4
AGR2 TAGLN2
AGR2 EIF3B
AGR2 EIF5B
AGR2 DDX1
AGR2 CMPK1
AGR2 RPL10A
AGR2 NPEPPS
AGR2 AKR1C2
AGR2 FUS
AGR2 ATP2A2
AGR2 PGAM1
AGR2 HDLBP
AGR2 GART
AGR2 RPL23
AGR2 FH
AGR2 ARPC2
AGR2 RAB7A
AGR2 ARF4
AGR2 BCAP31
AGR2 EWSR1
AGR2 TUBB6
AGR2 ALDH1L1
AGR2 HMGA1
AGR2 NSUN2
AGR2 BRD7
AGR2 MED31
AGR2 NDUFB2
AGR2 CETN3
AGR2 CYB5R2
AGR2 ANKRD11
AGR2 POLR2L
AGR2 APOBEC3B
AGR2 ASPH
AGR2 CRCP
FASN NFKB2
FASN CAV1
FASN EWSR1
FASN YWHAZ
FASN ACACA
FASN HSP90AA1
FASN NDRG1
FASN HSP90AB1
FASN CYLD
FASN AHSA1
FASN LNX1
FASN MAPK13
FASN ACSL3
FASN FASN
RB1CC1 CTNNB1
RB1CC1 PTK2
RB1CC1 TSC22D1
RB1CC1 PRKAA2
RB1CC1 SQSTM1
RB1CC1 GABARAPL1
RB1CC1 ULK1
RB1CC1 ATG13
RB1CC1 ATG101
RB1CC1 ATG12
RB1CC1 RBMX
RB1CC1 SAFB2
RB1CC1 MOB4
RB1CC1 SAFB
RB1CC1 HSBP1
CDYL HDAC2
CDYL KDM1A
CDYL CTBP2
CDYL CBX4
CDYL REST
CDYL ZNF217
CDYL RCOR1
CDYL RREB1
CDYL ZNF644
CDYL ZNF516
CDYL CDYL
TLE3 SIN3A
TLE3 VCP
TLE3 TLE4
TLE3 XIAP
TLE3 TCF7L2
TLE3 NDRG1
TLE3 TLE1
TLE3 SIX1
TLE3 TLE2
TLE3 NKX3-1
TLE3 CHERP
PIGF TIMMDC1
PIGF TMEM14B
PIGF MANBAL
RBP1 SIN3A
RBP1 HDAC2
RBP1 RBBP7
