CLPS PNLIP
HSPA1A TRAF6
HSPA1A NFKBIA
HSPA1A RAP1A
HSPA1A RAPGEF2
HSPA1A TNFRSF1A
HSPA1A BAG3
HSPA1A RICTOR
HSPA1A XIAP
HSPA1A HSP90AA1
HSPA1A SMARCA5
HSPA1A PSMA7
HSPA1A RHOA
HSPA1A IKBKB
HSPA1A HSP90AB1
HSPA1A ACTN4
HSPA1A PSMD2
HSPA1A STAU1
HSPA1A YWHAB
HSPA1A BRAF
HSPA1A PSMA6
HSPA1A HSF1
HSPA1A SIRPA
HSPA1A SRRM2
HSPA1A STIP1
HSPA1A PIK3C3
HSPA1A PSMC5
HSPA1A NOD1
HSPA1A PTGES3
HSPA1A TERF2IP
HSPA1A RIPK1
HSPA1A PSMD7
HSPA1A LAMA3
HSPA1A HSPA1A
HSPA1A DNAJC3
HSPA1A PSMD1
HSPA1A ADRM1
HSPA1A PSMB4
HSPA1A PSMB1
HSPA1A NUAK1
HSPA1A EIF2AK2
HSPA1A PSMC6
HSPA1A NFKBIB
HSPA1A RAD23A
HSPA1A DNAJB11
HSPA1A PTPRB
HSPA1A PHC2
HSPA1A PSMB3
HSPA1A HMG20B
HSPA1A PSMB5
HSPA1A SVIL
HSPA1A PSMC4
HSPA1A PPP1R15A
HSPA1A NQO1
HSPA1A PSMD11
HSPA1A BAG1
HSPA1A TNFRSF1B
HSPA1A RELB
HSPA1A PSMB2
HSPA1A HSBP1
HSPA1A PSMA4
HSPA1A PSMD4
HSPA1A PSMB7
HSPA1A PSMD12
HSPA1A RNF2
HSPA1A PSMC3
HSPA1A HSPA2
HSPA1A TBK1
HSPA1A CBX2
HSPA1A PSMD13
HSPA1A PSMC2
HSPA1A PSMA2
HSPA1A RREB1
EID2 SMAD4
EID2 HDAC2
EID2 EP300
EID2 SMAD3
EID2 SMAD2
EVA1B SGTA
ST6GAL1 HSP90B1
ST6GAL1 B4GALT5
ST6GAL1 ST6GAL1
ST6GAL1 FUT1
ST6GAL1 CEL
LRRFIP1 FLII
LRRFIP1 MED4
TMSB4X PPP4C
TMSB4X CDKN1A
TMSB4X ACTG1
TMSB4X TGM2
TMSB4X TAF1D
TMSB4X TLE1
TMSB4X RBPMS
TMSB4X ILK
TMSB4X ANXA7
TMSB4X LIMS1
TMSB4X RIF1
TMSB4X ACTA2
ZFPM2 EP300
ZFPM2 CTBP2
ZFPM2 MTA2
ZFPM2 MTA1
ZFPM2 PRPF3
HNRNPA3 FBXW11
HNRNPA3 CDC5L
HNRNPA3 HNRNPF
HNRNPA3 SMAD2
HNRNPA3 DDX5
HNRNPA3 EWSR1
HNRNPA3 HSPA5
HNRNPA3 ARRB1
HNRNPA3 HNRNPC
HNRNPA3 HNRNPK
HNRNPA3 SRSF1
HNRNPA3 HNRNPA2B1
HNRNPA3 HNRNPD
HNRNPA3 FUS
HNRNPA3 TOP1
HNRNPA3 SNW1
HNRNPA3 PRPF6
HNRNPA3 HNRNPM
HNRNPA3 SF3B1
HNRNPA3 STAU1
HNRNPA3 SYF2
HNRNPA3 ARHGDIA
HNRNPA3 HNRNPH1
HNRNPA3 HNRNPL
HNRNPA3 PTBP1
HNRNPA3 HNRNPH2
HNRNPA3 SNRPB2
HNRNPA3 RBM8A
HNRNPA3 RBMX
HNRNPA3 FRG1
HNRNPA3 LSM2
HNRNPA3 SNRPD1
HNRNPA3 SYNCRIP
HNRNPA3 SF3B3
HNRNPA3 PNN
HNRNPA3 SNRPF
HNRNPA3 SNRPD3
HNRNPA3 ALYREF
HNRNPA3 SNRNP40
HNRNPA3 DDX23
HNRNPA3 SNRPB
HNRNPA3 SF3B2
HNRNPA3 RALY
HNRNPA3 ISY1
HNRNPA3 SNRPG
HNRNPA3 DHX38
HNRNPA3 MAGOH
HNRNPA3 CNBP
HNRNPA3 SRRM2
HNRNPA3 SF3A2
HNRNPA3 PRPF8
HNRNPA3 CWC15
HNRNPA3 SLU7
HNRNPA3 RBM22
HNRNPA3 AQR
HNRNPA3 SNRPA1
HNRNPA3 PUF60
HNRNPA3 SRRM1
HNRNPA3 PRPF4B
HNRNPA3 SNRPE
HNRNPA3 SF3A3
HNRNPA3 HNRNPR
DCTN6 DCTN1
DCTN6 PMEPA1
DCTN6 DCTN2
SLC9B2 PGRMC2
CWC25 FMR1
CWC25 CCDC85B
ARPC1A ACTR3
ARPC1A ACTR2
ARPC1A HACD3
ARPC1A ARPC5L
FLII JUN
FLII LRRFIP2
FLII OPTN
FLII ACTL6A
FLII DLST
ZFP36L1 AKT1
ZFP36L1 MAPKAPK2
ZFP36L1 WNK1
ZFP36L1 AKT3
ZFP36L1 PAFAH1B2
FBN1 CALR
FBN1 HGS
FBN1 SPRY2
FBN1 DCN
FBN1 HSPG2
FBN1 FBLN2
FBN1 RHOB
FBN1 LTBP1
FBN1 ELN
FBN1 FBN1
NR1H3 RARA
NR1H3 CSNK2A1
NR1H3 NCOA1
NR1H3 UBC
NR1H3 FOXO3
NR1H3 BAG3
NR1H3 RXRB
NR1H3 EDF1
NR1H3 PSMC5
NR1H3 ACTN1
NR1H3 NRIP1
NR1H3 ING3
RAPGEF2 FBXW11
RAPGEF2 CTNNB1
RAPGEF2 RALGDS
RAPGEF2 NEDD4
RAPGEF2 RAP1A
RAPGEF2 YAP1
RAPGEF2 RANBP2
RAPGEF2 RPL26
RAPGEF2 SFPQ
RAPGEF2 ATXN2
RAPGEF2 EMSY
RAPGEF2 KIF5B
RAPGEF2 MOB4
RAPGEF2 RANBP9
RAPGEF2 FSCN1
RAPGEF2 SORBS3
RAPGEF2 MYCBP2
RAPGEF2 PDS5A
RAPGEF2 XRN2
RAPGEF2 HNRNPDL
TWF1 CSNK2B
TWF1 BMPR2
ACAT1 WNK1
ACAT1 MCC
ACAT1 HLA-B
ACAT1 HLA-C
RDX ROCK1
RDX ARHGDIA
RDX PAK2
RDX ROCK2
RDX MYLK
RDX CPNE2
RDX GNA13
RDX SLC9A3R2
RDX HLA-B
RDX ICAM2
MAP4K5 GSK3B
MAP4K5 CREB1
MAP4K5 FYN
MAP4K5 BCR
MAP4K5 CRK
MAP4K5 TFE3
MAP4K5 RPL26
MAP4K5 NCK1
MAP4K5 MIDN
MAP4K5 TPM2
MAP4K5 SDF4
MAP4K5 KDM2A
RFK TNFRSF1A
RFK RAB1A
BACE2 APP
BACE2 BACE2
FAM124A ROCK1
FAM124A KIFC3
FAM124A PHC2
FAM124A CGGBP1
FAM124A LNX1
FAM124A BEND7
SPRY2 ZBTB16
SPRY2 PTPN11
SPRY2 HIF1A
SPRY2 DYRK1A
SPRY2 NEDD4
SPRY2 CBL
SPRY2 ZDHHC17
SPRY2 RUNX1T1
SPRY2 PPP2CA
SPRY2 SPRY1
SPRY2 BRAF
SPRY2 MEOX2
SPRY2 PLSCR1
SPRY2 PLCG2
SPRY2 LASP1
SPRY2 MKNK2
SPRY2 MAPKBP1
SPRY2 AQP1
SPRY2 MLLT6
SPRY2 NR1H2
SPRY2 UBR1
SPRY2 FAM219A
SPRY2 CRIP2
SPRY2 SPRY2
SPRY2 TCAF1
SPRY2 BAG3
SPRY2 MB21D2
ECI2 UBE3A
ECI2 HERC2
NPC2 NPC1
CCT2 AKT1
CCT2 MAP3K3
CCT2 MYC
CCT2 PSMA3
CCT2 PPP4C
CCT2 YWHAG
CCT2 VCP
CCT2 RPS6KB1
CCT2 TUBG1
CCT2 TUBB
CCT2 PPP6C
CCT2 XIAP
CCT2 YAP1
CCT2 CASP7
CCT2 PAK2
CCT2 PPP2CA
CCT2 ILK
CCT2 CCT5
CCT2 CCT3
CCT2 STRN
CCT2 STRN3
CCT2 PPP2CB
CCT2 TCP1
CCT2 TUBA1B
CCT2 MEPCE
CCT2 CCT4
CCT2 CCT6A
CCT2 CCT7
CCT2 ACTR1B
CCT2 MOB4
CCT2 TBK1
EIF3I MYC
EIF3I GAPDH
EIF3I HERC2
EIF3I HSPA8
EIF3I HSPD1
EIF3I DDX5
EIF3I ARRB1
EIF3I NCL
EIF3I TRAF6
EIF3I ANXA2
EIF3I TUBB
EIF3I HNRNPA2B1
EIF3I EIF3B
EIF3I YBX1
EIF3I HNRNPD
EIF3I EIF4G1
EIF3I HSP90AA1
EIF3I VIM
EIF3I HSP90AB1
EIF3I SSRP1
EIF3I PAK2
EIF3I KPNB1
EIF3I TFE3
EIF3I EIF3A
EIF3I EIF3D
EIF3I RPL22
EIF3I MCC
EIF3I EIF4A2
EIF3I EXOSC6
EIF3I TGFBR2
EIF3I HNRNPH1
EIF3I EIF3J
EIF3I MYL6
EIF3I TNPO1
EIF3I DDX3X
EIF3I TNFRSF14
EIF3I HLA-B
EIF3I RPS10
EIF3I GNAI2
EIF3I SGK1
EIF3I RAN
TPD52L2 KRAS
TPD52L2 YWHAG
TPD52L2 TRIM25
TPD52L2 WNK1
TPD52L2 SH3GLB1
TPD52L2 NRAS
TPD52L2 TPD52L2
TACC1 FBXW11
TACC1 KAT2A
TACC1 VAPA
TACC1 THRA
TACC1 SNRPG
TACC1 THAP12
TACC1 TACC1
MAPKBP1 MAPK8
MAPKBP1 SIAH1
MAPKBP1 TCF12
MAPKBP1 TCF4
MAPKBP1 KEAP1
MAPKBP1 RBCK1
MAPKBP1 GLRX3
MAPKBP1 MEOX2
MAPKBP1 CTDSP1
XRCC6 MAPK8
XRCC6 CREBBP
XRCC6 SUMO2
XRCC6 MYC
XRCC6 ATRX
XRCC6 PRKDC
XRCC6 MSH6
XRCC6 CDK2
XRCC6 XRCC5
XRCC6 TERF2IP
XRCC6 KAT2A
XRCC6 CLU
XRCC6 POU2F1
XRCC6 WRN
XRCC6 DHX9
XRCC6 ATXN3
XRCC6 COIL
XRCC6 HOXB7
XRCC6 YY1
XRCC6 TCF7L2
XRCC6 NDRG1
XRCC6 ILF3
XRCC6 ERG
XRCC6 XRCC6
XRCC6 NCL
XRCC6 TARDBP
XRCC6 SET
XRCC6 SUPT5H
XRCC6 RFC1
XRCC6 SNW1
XRCC6 U2AF2
XRCC6 RC3H1
XRCC6 SSRP1
XRCC6 YAP1
XRCC6 TOP1
XRCC6 PPM1G
XRCC6 HEXIM1
XRCC6 ZBTB7A
XRCC6 NR2C2
XRCC6 ALYREF
XRCC6 SRSF3
XRCC6 SRSF7
XRCC6 DDX17
XRCC6 DDX5
XRCC6 LBR
XRCC6 NONO
XRCC6 SKIL
XRCC6 SNU13
XRCC6 CCT3
XRCC6 CLTC
XRCC6 TAL1
XRCC6 NOTCH1
XRCC6 RPS10
XRCC6 CDKN1A
XRCC6 GSE1
XRCC6 SMAD3
XRCC6 CD40
XRCC6 SELENOF
XRCC6 ABCD4
XRCC6 EID1
XRCC6 JPT2
XRCC6 SMAD7
XRCC6 SPARC
XRCC6 ADAR
XRCC6 HSF1
XRCC6 TINF2
XRCC6 PECAM1
XRCC6 PNRC2
XRCC6 EFNA1
XRCC6 NIT1
XRCC6 PGAM1
XRCC6 ATP6V1E1
XRCC6 PRKAR1A
ZNF436 CREB1
ZNF436 KIF9
ZNF436 ZNF580
TBC1D5 MAP1LC3A
TBC1D5 AP2M1
TBC1D5 GABARAPL1
TBC1D5 GABARAPL2
TBC1D5 VPS29
TBC1D5 VPS26A
TBC1D5 FBXL7
BAZ2B CTBP2
BAZ2B ZBTB8A
BAZ2B WNK1
BAZ2B HMBOX1
TLK2 IRF7
TLK2 DYNLL1
TLK2 TLK2
ZBTB21 YWHAG
ACKR3 ATP5F1B
C11orf68 NONO
C11orf68 SDCBP
C11orf68 EIF4H
C11orf68 CSDE1
C11orf68 MEOX2
SCAF11 APC
SCAF11 ATXN1L
SCAF11 SNRNP70
SCAF11 SRSF1
SCAF11 SRSF3
SCAF11 U2AF2
SCAF11 SRSF2
SCAF11 SRSF4
ZC3H7A MORF4L1
ZC3H7A YWHAE
ZC3H7A G3BP1
ZNF503 ATN1
ZNF503 ARID5A
RGS16 FYN
RGS16 GNAI3
RGS16 GNAQ
RGS16 YES1
RGS16 GNA13
RGS16 GNAI1
RGS16 GNAI2
ZC3HAV1 TRIM25
ZC3HAV1 NCL
ZC3HAV1 STAU1
BAG6 ZFYVE9
BAG6 PPP4C
BAG6 EP300
BAG6 RAC1
BAG6 CDKN1A
BAG6 GSK3B
BAG6 UBQLN1
BAG6 VCP
BAG6 TSC22D1
BAG6 CSNK2B
BAG6 XRN1
BAG6 DNAJB11
BAG6 REG1B
BAG6 SGTA
BAG6 BAG6
BAG6 VAPB
BAG6 USP13
BAG6 UBXN1
BAG6 HSPA2
BAG6 TRAF6
BAG6 TAF15
BAG6 LGALS3
BAG6 PLPP2
BAG6 CBL
BAG6 GADD45A
BAG6 ATXN2
BAG6 IER3
BAG6 FUS
BAG6 MED15
BAG6 RCN2
BAG6 FZD4
BAG6 NOMO1
BAG6 SERPINH1
BAG6 IGFBP5
BAG6 SEC61B
BAG6 NR1H2
BAG6 NUCB1
BAG6 SRGN
BAG6 GNAI3
BAG6 EDN1
BAG6 MYDGF
BAG6 ANXA7
BAG6 IGF2
BAG6 ATN1
BAG6 MYBBP1A
BAG6 RNF115
BAG6 NBL1
BAG6 PRPF40A
BAG6 B2M
BAG6 PRKAR2A
BAG6 PRKAR1B
MRPL39 MRPS18B
MRPL39 LACTB
MRPL39 MRPL32
MRPL39 MRPL22
MRPL39 MRPL36
MRPL39 MRPL17
MRPL39 MRPL33
MRPL39 MRPS18C
CNRIP1 NSRP1
U2AF2 MYC
U2AF2 CDC5L
U2AF2 HNRNPF
U2AF2 TRIM28
U2AF2 HSPD1
U2AF2 LUC7L2
U2AF2 DDX5
U2AF2 NAP1L1
U2AF2 DDX17
U2AF2 SMAD5
U2AF2 ILF2
U2AF2 NOLC1
U2AF2 NCL
U2AF2 KHDRBS1
U2AF2 HNRNPC
U2AF2 HNRNPK
U2AF2 SNRNP70
U2AF2 DHX9
U2AF2 SRSF1
U2AF2 YBX1
U2AF2 HNRNPD
U2AF2 HSP90AA1
U2AF2 TOP1
U2AF2 SNW1
U2AF2 VCL
U2AF2 GLIS2
U2AF2 PRPF6
U2AF2 HNRNPM
U2AF2 NONO
U2AF2 SF3B1
U2AF2 ILF3
U2AF2 SYF2
U2AF2 TRA2B
U2AF2 SPEN
U2AF2 DACH1
U2AF2 HNRNPH1
U2AF2 RBM25
U2AF2 SRRM2
U2AF2 RBM39
U2AF2 DDX3X
U2AF2 MYBBP1A
U2AF2 SYNCRIP
U2AF2 ALYREF
U2AF2 SRSF7
U2AF2 SRSF11
U2AF2 RPL22
U2AF2 PRPF40A
U2AF2 SRSF3
U2AF2 DDX21
U2AF2 PCBP1
U2AF2 HNRNPL
U2AF2 SNRPD3
U2AF2 SNRPD1
U2AF2 PNN
U2AF2 SRRM1
U2AF2 SF3B3
U2AF2 HNRNPR
U2AF2 MFAP1
U2AF2 TJP1
U2AF2 SNRPB
U2AF2 SRSF9
U2AF2 SFPQ
U2AF2 SAP18
U2AF2 SRPK2
U2AF2 PUF60
U2AF2 KHDC4
U2AF2 RNPS1
U2AF2 SF3A2
U2AF2 HDGF
U2AF2 SRSF2
U2AF2 SF3B6
U2AF2 SNRPA1
U2AF2 PRPF3
U2AF2 CCAR1
U2AF2 HNRNPA0
U2AF2 PSMA4
U2AF2 ACIN1
U2AF2 SRSF10
U2AF2 SF3B2
U2AF2 THRAP3
U2AF2 SNRPB2
U2AF2 RPL36A
U2AF2 SNRNP27
U2AF2 WTAP
U2AF2 RBM8A
U2AF2 PHF5A
U2AF2 LSM2
U2AF2 DNAJC8
U2AF2 PPM1G
U2AF2 SNRPF
U2AF2 MAP1B
U2AF2 RPL26
U2AF2 SNRNP40
U2AF2 SNU13
U2AF2 RBM17
U2AF2 RBM22
U2AF2 IK
U2AF2 AQR
U2AF2 NUDT21
U2AF2 PWP1
U2AF2 BUD31
U2AF2 HMG20B
U2AF2 SF3A3
U2AF2 SLU7
U2AF2 LUC7L3
U2AF2 SRSF4
U2AF2 BRIX1
U2AF2 PCF11
U2AF2 MOV10
U2AF2 U2SURP
U2AF2 CFAP20
U2AF2 RPS17
U2AF2 PRPF4B
U2AF2 GIGYF2
U2AF2 DHX15
U2AF2 SNRPG
U2AF2 CWC15
U2AF2 SCYL2
U2AF2 PRPF8
U2AF2 PTBP1
U2AF2 ZNF207
U2AF2 THOC2
U2AF2 BEND7
U2AF2 DDX23
U2AF2 CAPRIN1
U2AF2 CHIC2
U2AF2 ISY1
U2AF2 SNRPE
U2AF2 CPSF7
U2AF2 DDX46
U2AF2 TRIR
U2AF2 DHX38
U2AF2 SMNDC1
U2AF2 HMBOX1
U2AF2 ZNF71
LGALS3 CSNK2A1
LGALS3 SHC1
LGALS3 MAP1LC3A
LGALS3 PDCD6IP
LGALS3 TRIM5
LGALS3 ELN
LGALS3 LAMP1
LGALS3 SLC12A2
LGALS3 ECE1
LGALS3 SNRPD1
LGALS3 CSNK2A2
LGALS3 SNRPD3
LGALS3 SH3GL1
LGALS3 PPIG
LGALS3 ABL2
LGALS3 LGALS3
LGALS3 MYLK
LGALS3 CSNK1A1
LGALS3 LGALS1
NRP2 FLT1
NRP2 NRP1
NRP2 PGF
NRP2 SEMA3F
C6orf62 NDUFA4L2
TNXB BANP
GAPVD1 CSNK1A1
GAPVD1 YWHAB
GAPVD1 CSNK1E
VWF MAP3K3
VWF HSP90B1
VWF CALR
VWF HSPA5
VWF PDIA4
VWF P4HB
VWF PLSCR4
VWF FURIN
VWF F8
VWF VWF
UBE2B CTNNB1
UBE2B UBC
UBE2B UBE2L3
UBE2B CDC73
UBE2B UBR1
UBE2B UBE2B
UBE2B CNOT4
UBE2B MED31
UBE2B IRF7
HNRNPC SUMO1
HNRNPC HDAC2
HNRNPC CSNK2A1
HNRNPC MYC
HNRNPC PSMA3
HNRNPC CDC5L
HNRNPC HNRNPF
HNRNPC NFKB2
HNRNPC KRAS
HNRNPC DDX5
HNRNPC ILF2
HNRNPC CHD4
HNRNPC TRIM25
HNRNPC YWHAQ
HNRNPC NCL
HNRNPC TRAF6
HNRNPC KPNA2
HNRNPC SDCBP
HNRNPC YWHAE
HNRNPC KPNA4
HNRNPC KPNA3
HNRNPC HNRNPC
HNRNPC PUF60
HNRNPC MEPCE
HNRNPC DHX9
HNRNPC TOP1
HNRNPC RALY
HNRNPC HNRNPD
HNRNPC SRPK2
HNRNPC ERG
HNRNPC UPF1
HNRNPC SNRPB2
HNRNPC RBM8A
HNRNPC RBMX
HNRNPC PRPF6
HNRNPC FRG1
HNRNPC LSM2
HNRNPC HNRNPL
HNRNPC SNRPD1
HNRNPC CSNK2A2
HNRNPC SF3B1
HNRNPC SRSF1
HNRNPC SYNCRIP
HNRNPC SNRPA1
HNRNPC PHKB
HNRNPC TCP1
HNRNPC PDGFB
HNRNPC DHX15
HNRNPC SMARCC2
HNRNPC PNN
HNRNPC RBM22
HNRNPC SYF2
HNRNPC CCDC85B
HNRNPC HNRNPM
HNRNPC DDX23
HNRNPC DDX50
HNRNPC HSP90AB1
HNRNPC ELAVL1
HNRNPC ALYREF
HNRNPC RPL26
HNRNPC DDX21
HNRNPC HNRNPH1
HNRNPC SNRPD3
HNRNPC PRPF4B
HNRNPC CSNK1A1
HNRNPC MAGOH
HNRNPC SYNE1
HNRNPC ILF3
HNRNPC CWC15
HNRNPC HNRNPR
HNRNPC SNRPE
HNRNPC MTA2
HNRNPC MCF2L
HNRNPC SNRNP40
HNRNPC DHX38
HNRNPC DICER1
HNRNPC RPL17
HNRNPC HNRNPK
HNRNPC AQR
HNRNPC GTPBP4
HNRNPC MYBBP1A
HNRNPC HERC5
HNRNPC SNRPF
HNRNPC SREK1
HNRNPC ACTL6A
HNRNPC CNBP
HNRNPC SRRM1
HNRNPC ISY1
HNRNPC SF3A3
HNRNPC SNRPG
HNRNPC GATAD2B
HNRNPC SRRM2
HNRNPC FMR1
HNRNPC TNFRSF1B
HNRNPC DDX18
HNRNPC SF3A2
HNRNPC SNW1
HNRNPC FXR1
HNRNPC SNRPB
HNRNPC CMSS1
HNRNPC SF3B2
HNRNPC PCBP2
HNRNPC KHDRBS3
HNRNPC YBX1
HNRNPC PRPF8
HNRNPC SSRP1
HNRNPC SLC25A3
HNRNPC MOV10
HNRNPC SF3B3
HNRNPC SLU7
HNRNPC ZNF326
HNRNPC HNRNPA2B1
HNRNPC SMARCE1
HNRNPC RPS27L
HNRNPC MEOX2
DSTYK UBE2K
DSTYK MIF
DSTYK MTPN
DSTYK RAB5C
DSTYK PSMB1
DSTYK PSMB3
DSTYK RAB14
CHD7 CDK2
CHD7 SMARCC2
CHD7 BRD7
CHD7 SMARCE1
CHD7 SMARCD1
DPYSL3 GSK3B
DPYSL3 DPYSL2
RTL8B UBQLN1
RTL8B SDCBP
SLC30A1 KRAS
SLC30A1 NRAS
HID1 CSDE1
SH3BP4 YWHAG
SH3BP4 YWHAQ
SH3BP4 MYO6
SH3BP4 PLEKHA1
SH3BP4 ARHGEF12
SH3BP4 YWHAE
SH3BP4 YWHAB
SH3BP4 SH3BP4
TPR SUMO2
TPR LMNA
TPR NFKB1
TPR SHC1
TPR APC
TPR SMAD2
TPR CDK2
TPR RAD21
TPR TRAF6
TPR NUP153
TPR IFI16
TPR STAU1
TPR NXF1
RPS26 NCL
RPS26 NDRG1
RPS26 SDCBP
RPS26 RPL22
RPS26 RPS10
RPS26 TSR2
RPS26 RPS17
RPS26 RPL36A
RPS26 RPL26
RPS26 NEDD8
RPS26 RPS28
RPS26 RPS4Y1
ATG3 MAP1LC3B
ATG3 MAP1LC3A
ATG3 BAG3
ATG3 MAP1B
ATG3 GABARAPL1
ATG3 GABARAPL2
ATG3 TECPR1
ATG3 MOB2
RB1CC1 CTNNB1
RB1CC1 PTK2
RB1CC1 TSC22D1
RB1CC1 SQSTM1
RB1CC1 GABARAPL1
RB1CC1 TBKBP1
RB1CC1 RBMX
RB1CC1 MOB4
RB1CC1 TBK1
RB1CC1 HSBP1
RB1CC1 YLPM1
CDYL HDAC2
CDYL CTBP2
CDYL ZEB1
CDYL REST
CDYL MIER2
CDYL RREB1
CDYL ZNF644
CDYL WIZ
CDYL MIER1
CDYL HTRA1
CDYL CDYL
SPIRE1 YWHAQ
FOXP1 NFATC2
FOXP1 CTBP2
FOXP1 MTA1
FOXP1 GATAD2B
FOXP1 FOXP1
SOCS4 ELOC
SOCS4 PIK3R3
SOCS4 PINK1
SOCS4 RBP7
MAP1LC3A NBR1
MAP1LC3A MAP1LC3B
MAP1LC3A UBC
MAP1LC3A APP
MAP1LC3A UBQLN1
MAP1LC3A CLTC
MAP1LC3A NEDD4
MAP1LC3A TNIP1
MAP1LC3A MAP1S
MAP1LC3A CALCOCO2
MAP1LC3A KXD1
MAP1LC3A SQSTM1
MAP1LC3A OPTN
MAP1LC3A KEAP1
MAP1LC3A NOTCH1
MAP1LC3A PIK3C2A
MAP1LC3A TBC1D1
MAP1LC3A TBC1D9
MAP1LC3A TBC1D10A
MAP1LC3A TBC1D10B
MAP1LC3A RABGAP1
MAP1LC3A WDFY3
MAP1LC3A SPRED2
MAP1LC3A PRKACA
MAP1LC3A MAP1B
MAP1LC3A PRPF40A
MAP1LC3A PDCD6IP
MAP1LC3A RAB3GAP1
MAP1LC3A STK3
MAP1LC3A CLTA
PSMB1 UBE3A
PSMB1 MYC
PSMB1 PSMA3
PSMB1 HSPA8
PSMB1 TSC22D1
PSMB1 SMAD3
PSMB1 HSPA5
PSMB1 BAG3
PSMB1 PSMA7
PSMB1 VCL
PSMB1 PSMD2
PSMB1 PSMA6
PSMB1 KIFC3
PSMB1 OTUD7B
PSMB1 GADD45GIP1
PSMB1 PSMC6
PSMB1 PSME2
PSMB1 HSPA2
PSMB1 PSMC5
PSMB1 PSMD4
PSMB1 GTPBP2
PSMB1 PSMC3
PSMB1 PSMC4
PSMB1 GPBP1
PSMB1 ILK
PSMB1 RYBP
PSMB1 PSMB9
PSMB1 PSMD13
PSMB1 PSMC2
PSMB1 PSMD7
PSMB1 ADRM1
PSMB1 PSMA2
PSMB1 PSMD11
PSMB1 PSMD12
PSMB1 PSMD1
PSMB1 PSMB5
PSMB1 PSMB4
PSMB1 PSMB3
PSMB1 PSMA4
PSMB1 FBXO7
PSMB1 PSMB7
PSMB1 POMP
PSMB1 PSMB8
PSMB1 PSMB2
PSMB1 PSMB1
PSMB1 EXOSC6
PSMB1 TNFRSF14
PSMB1 HLA-B
PSMB1 CASP4
PSMB1 CCM2L
PSMB1 TTC33
PSMB1 KHDC4
PSMB1 KATNBL1
PSMB1 SH3GL1
PSMB1 BEND7
PSMB1 MLKL
PSMB1 LDB2
PSMB1 PIP4K2B
EFNB1 SDCBP
EFNB1 SORBS1
EFNB1 EFNB1
EFNB1 RGS3
TRIM25 CREBBP
TRIM25 MYC
TRIM25 GAPDH
TRIM25 HNRNPF
TRIM25 EP300
TRIM25 TRIM28
TRIM25 IGF1R
TRIM25 HSPA8
TRIM25 BLMH
TRIM25 VCP
TRIM25 ZNF24
TRIM25 XRCC5
TRIM25 DDX5
TRIM25 ILF2
TRIM25 CHD4
TRIM25 FDPS
TRIM25 DNAJB6
TRIM25 UBE2L3
TRIM25 RBMX
TRIM25 CCT3
TRIM25 UBE2D3
TRIM25 ILF3
TRIM25 MTA1
TRIM25 KIF5B
TRIM25 PSMD1
TRIM25 DDX23
TRIM25 ALYREF
TRIM25 UBE2N
TRIM25 PPIA
TRIM25 SYNCRIP
TRIM25 FUS
TRIM25 RPS10
TRIM25 PRDX1
TRIM25 TOP1
TRIM25 TRIM25
TRIM25 DDX58
TRIM25 RBCK1
TRIM25 HSPA1B
TRIM25 SUZ12
TRIM25 VPS35L
TRIM25 TXNRD1
TRIM25 ERG
TRIM25 G3BP1
TRIM25 ELAVL1
TRIM25 RPS17
TRIM25 CMSS1
TRIM25 RPL22
TRIM25 KLHDC10
TRIM25 TUBB4B
TRIM25 TUBB6
TRIM25 TMED9
TRIM25 TIAL1
TRIM25 MAP3K13
TRIM25 TFG
TRIM25 MEIS2
TRIM25 UBE2Q2
TRIM25 UBE2L6
CHTOP APP
CHTOP SRPK2
CHTOP ERH
CHTOP DDX39A
EIF2AK2 STAT3
EIF2AK2 RAC1
EIF2AK2 ILF2
EIF2AK2 TRAF6
EIF2AK2 NFKBIA
EIF2AK2 DHX9
EIF2AK2 HSP90AA1
EIF2AK2 IKBKB
EIF2AK2 CASP3
EIF2AK2 CASP7
EIF2AK2 STAU1
EIF2AK2 ILF3
EIF2AK2 CDC42
EIF2AK2 PTGES3
EIF2AK2 RPS6KA3
EIF2AK2 DICER1
EIF2AK2 MOV10
EIF2AK2 METAP2
EIF2AK2 DNAJC3
EIF2AK2 EIF2AK2
EIF2AK2 EIF2S1
EIF2AK2 STAU2
EIF2AK2 NHLRC2
EIF2AK2 TLR3
EIF2AK2 PPP2R5A
EIF2AK2 THAP12
EIF2AK2 SON
EIF2AK2 ADARB1
PSIP1 SUMO1
PSIP1 JUN
PSIP1 SP1
PSIP1 PTK2
PSIP1 SRSF1
PSIP1 CASP3
PSIP1 CASP7
ZNF207 USP7
ZNF207 CDC5L
ZNF207 DDX5
ZNF207 DDX17
ZNF207 SNRNP70
ZNF207 DHX9
ZNF207 SRSF1
ZNF207 SNW1
ZNF207 PRPF6
ZNF207 SF3B1
ZNF207 SYF2
ZNF207 TRA2B
ZNF207 SPEN
ZNF207 RBM25
ZNF207 SRRM2
ZNF207 RBM39
ZNF207 DDX3X
ZNF207 ALYREF
ZNF207 SRSF7
ZNF207 SRSF11
ZNF207 PRPF40A
ZNF207 SRRM1
ZNF207 SF3B3
ZNF207 MFAP1
ZNF207 SNRPB
ZNF207 PPM1G
ZNF207 SRSF9
ZNF207 ISY1
ZNF207 BUD31
ZNF207 RBM22
ZNF207 AQR
ZNF207 SNRNP40
ZNF207 PRPF8
